"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P566";"P1260";"P1263";"P1219S1";"P1219S2";"P1219S3";"P1219S4";"P1219S5";"P1219S6";"P1219S7";"P524";"P1252";"P1262";"P1253";"P1256";"P1247";"P1246S1";"P1246S2";"P1246S3";"P1246S5";"P1246S6";"P1232S1";"P1232S2";"P1232S3";"P1232S4";"P1232S5";"P1232S6";"P1232S7";"P1595";"P1238";"P571";"P572";"P573";"P1111";"P1596";"P1597";"P1110";"P1233"
528243;237;2;1;2;58.6662765949676;11;2;1;;1;;;;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
528536;237;3;1;3;47.0370993012958;12;3;2;;;;;;;;1200000;4;1;4;4;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
528537;237;1;1;1;46.5303857617489;6;2;1;;1;;;;;;50000;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
528541;237;1;1;1;46.0671943187283;2;1;1;1;;;;1;;;5e+05;5;1;4;1;2;;;;;;2;2;2;1;2;1;;1;1;1;3;2;2;1;;;2
528598;237;2;1;2;35.3938231207629;11;3;2;;;;;;;;70000;2;1;4;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
528694;237;1;1;1;139.353087952733;12;1;1;;;;1;;;;350000;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
529038;237;1;1;1;1158.2630640027;7;3;2;;;;;;;;4e+05;4;1;2;1;2;;;;;;;2;;2;2;;;2;1;1;1;1;5;2;1;;2
529045;237;3;1;3;1074.34513242502;1;3;2;;;;;;;;3e+05;1;1;3;1;2;;;;;;;2;;1;2;;;2;1;1;1;1;5;2;1;;2
529047;237;1;1;1;983.213617740569;3;1;1;;;;1;;;;4e+05;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
529112;237;3;1;3;770.190618849248;3;1;1;;1;;;;;;40000;3;1;3;3;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;7;2
529117;237;1;1;1;976.258661923003;10;3;2;;;;;;;;1200000;2;1;1;1;1;1;2;2;2;2;;2;;1;2;;;1;1;1;4;;1;;;;2
529161;237;2;1;2;1212.2321925677;11;3;2;;;;;;;;150000;4;2;2;4;2;;;;;;;1;;2;2;;2;1;1;1;3;1;1;1;;;2
529300;237;1;1;1;89.5978661516884;6;1;1;;1;;;;;;6e+05;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
529319;237;1;1;1;76.5667795093958;9;2;2;;;;;;;;2800000;1;1;4;1;2;;;;;;;1;;2;2;;;1;1;1;2;1;5;1;;;2
529381;237;2;1;2;67.4724895709183;6;1;1;;;;1;;;;98;5;1;9;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
529448;237;1;1;1;137.733291683114;11;1;1;;1;;;;;;80000;4;1;3;1;2;;;;;;2;2;1;2;2;1;;2;2;;;;;;;3;2
529467;237;2;1;2;104.306134365016;11;2;1;;;;;1;;;180000;5;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
529470;237;4;1;4;126.832760836128;9;1;1;1;1;;;1;;;4e+05;5;1;2;1;2;;;;;;2;2;2;1;2;1;;2;2;;;;;;;7;2
529488;237;6;1;6;80.583935255949;4;2;1;;;;1;;;;2e+05;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
529583;237;1;1;1;156.033428258752;7;1;1;1;;;;;;;3e+05;3;1;1;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
529616;237;3;1;3;248.48503875232;12;3;2;;;;;;;;250000;4;1;9;4;2;;;;;;;1;;2;2;;;2;2;;;;;;;1;2
529635;237;3;1;3;207.176842466183;4;2;2;;;;;;;;4e+06;3;1;2;1;;;;;;;;2;;2;2;;;2;1;1;3;1;5;1;;;1
529639;237;2;1;2;237.4878743315;3;3;2;;;;;;;;99;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;1;1;1;1;5;2;1;;2
529644;237;4;1;4;318.314367536582;5;3;2;;;;;;;;2e+05;2;1;3;1;1;2;1;2;2;2;;1;;1;2;;;2;2;;;;;;;5;2
529648;237;2;1;2;209.403607624882;11;1;1;;1;;;;;;2e+05;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
529649;237;3;1;3;225.050112549837;9;1;1;;1;;;;;;190000;3;1;2;1;;;;;;;2;2;1;2;2;2;;2;2;;;;;;;3;2
529649;237;4;1;4;225.050112549837;11;1;1;;1;;;;;;50000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
529664;237;2;1;2;237.4878743315;11;3;2;;;;;;;;70000;4;1;4;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
529694;237;3;3;1;231.286817840612;2;3;1;;;;;;;1;25000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
529704;237;1;1;1;327.828612402481;9;1;1;;1;;;;;;80000;4;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
529707;237;2;1;2;252.391332770305;2;2;1;;1;;;;;;15000;4;1;2;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
529711;237;1;1;1;229.079119917826;6;3;2;;;;;;;;2e+05;4;1;4;3;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
529716;237;1;1;1;229.079119917826;10;1;1;;1;;;;;;50000;4;1;2;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
529717;237;2;1;2;287.05736805217;11;3;2;;;;;;;;4e+05;4;1;4;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
529734;237;5;1;5;278.746341421718;10;2;1;;1;;;;;;20000;4;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
529742;237;1;1;1;276.065345813144;6;2;1;;1;;;;;;40000;4;1;2;2;2;;;;;;2;2;2;2;2;2;;1;2;;;;;;;5;2
529742;237;2;1;2;276.065345813144;7;1;1;;;;;;;1;3e+05;5;1;1;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
529749;237;2;1;2;253.262079446339;3;3;2;;;;;;;;80000;4;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
529760;237;3;1;3;224.761451855475;10;1;1;;1;;;;;;110000;4;1;3;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
529864;237;2;1;2;87.3179485650009;8;2;2;;;;;;;;5200000;4;1;2;1;2;;;;;;;2;;2;2;;;2;1;1;3;1;5;2;1;;2
529881;237;7;1;7;267.104864080077;4;3;2;;;;;;;;2e+05;4;1;2;7;2;;;;;;;2;;2;2;;2;2;2;;;;;;;7;2
529887;237;4;1;4;367.430649744598;9;3;1;;;;;;;1;20000;4;1;3;1;2;;;;;;1;2;2;2;2;1;2;2;2;;;;;;;3;2
529985;237;3;1;3;60.8888094782083;11;3;2;;;;;;;;4e+05;3;1;1;2;;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
530041;237;4;1;4;52.0518775670065;10;1;1;;1;;;;;;250000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
530093;237;1;1;1;66.6602280387487;4;1;1;;1;;;;;;350000;5;1;1;4;2;;;;;;2;2;2;1;2;1;;2;2;;;;;;;3;2
530145;237;1;1;1;79.3499995136214;6;1;1;;;;;1;;;1e+05;3;2;3;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
530172;237;1;1;1;69.234295398232;3;1;1;1;;1;;;;;6e+05;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
530233;237;1;1;1;46.2008996128061;6;1;1;;;;;1;1;;98;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
530294;237;3;1;3;330.843149153345;7;1;1;;1;;;;;;50000;3;1;3;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
530295;237;1;1;1;269.650186333778;12;1;1;1;1;1;;;;;480000;3;1;1;1;;;;;;;2;2;1;2;1;2;;1;1;1;1;1;4;2;5;;2
530354;237;1;1;1;326.861088597566;10;3;2;;;;;;;;1e+06;4;1;3;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
530374;237;1;1;1;349.523325148178;6;2;1;;1;;;;;;45000;3;1;3;1;;;;;;;2;2;2;1;2;1;;2;2;;;;;;;3;2
530386;237;1;1;1;638.538808709677;2;2;2;;;;;;;;5e+06;3;1;3;1;;;;;;;;2;;2;2;;;2;1;1;2;2;5;2;1;;2
530476;237;1;1;1;344.533185263852;3;2;2;;;;;;;;9e+06;3;1;3;1;;;;;;;;2;;2;2;;;1;1;1;2;2;5;1;;;2
530594;237;1;1;1;43.5054729596942;3;2;1;;1;;;;;;30000;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
530763;237;1;1;1;125.595118892578;3;1;1;;1;;;;;;3e+05;3;1;3;2;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
530778;237;3;1;3;107.164100017041;1;1;2;;;;;;;;2.5e+07;3;1;2;1;;;;;;;;2;;2;2;;;1;1;1;2;2;5;1;;;2
530894;237;1;1;1;1027.54553794143;7;3;1;;;1;;;;;160000;4;1;4;1;2;;;;;;2;1;1;1;1;1;;2;2;;;;;;;1;2
530898;237;3;1;3;1100.48200857481;7;2;1;;1;;;;;;180000;4;1;2;1;2;;;;;;2;2;2;2;1;1;;1;1;1;3;1;4;2;5;;2
530900;237;4;1;4;963.799748866689;7;3;2;;;;;;;;2e+05;4;1;4;1;2;;;;;;;1;;1;2;;;2;1;1;5;1;5;;;;2
530934;237;1;1;1;1085.06255805645;2;1;1;;1;;;;;;2450000;3;1;4;2;;;;;;;2;2;1;2;2;2;;2;2;;;;;;;1;2
531026;237;3;1;3;55.3015429545757;6;2;1;;1;;;;;;60000;3;1;2;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
531032;237;3;1;3;67.8930433701112;2;3;2;;;;;;;;2200000;2;1;1;2;2;;;;;;;1;;2;2;;;2;2;;;;;;;3;2
531039;237;2;1;2;63.4401257986223;8;3;2;;;;;;;;3e+05;1;1;4;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;2;2
531043;237;1;1;1;73.9349998436495;2;2;1;;1;;;;;;1e+05;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
531048;237;1;1;1;64.1277895894391;12;2;1;;1;;;;;;25000;5;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
531067;237;2;1;2;55.7827853160562;5;3;2;;;;;;;;2e+06;4;1;1;2;2;;;;;;;2;;2;2;;;1;2;;;;;;;8;2
531069;237;2;1;2;54.5449527502371;1;3;2;;;;;;;;1200000;2;1;2;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;5;2
531081;237;1;1;1;64.5594995016218;7;1;1;;1;;;;;;250000;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
531091;237;1;1;1;56.6990999869274;6;1;1;;1;;;;;;1800000;5;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
531095;237;1;1;1;65.6752234301037;10;2;2;;;;;;;;4e+06;2;1;3;1;1;1;2;2;2;2;;1;;2;2;;;1;1;1;2;2;2;1;;;2
531157;237;1;1;1;67.4724895709183;6;1;1;;1;;;;;;170000;2;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
531279;237;1;1;1;117.735971079009;3;2;1;;;;1;;;;120000;5;1;1;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
531299;237;1;1;1;72.5762520213666;10;1;1;;1;;;1;;;8e+05;4;1;3;1;2;;;;;;2;2;2;1;2;1;;2;2;;;;;;;4;2
531330;237;1;1;1;333.504249880773;10;1;1;;;;;;;1;3e+05;4;1;1;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
531332;237;1;1;1;249.160087924266;5;1;1;;1;;;;;;5e+05;5;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
531359;237;1;1;1;291.766566773898;2;2;1;;1;;;;;;80000;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
531370;237;1;1;1;296.146313819584;4;3;2;;;;;;;;240000;4;1;1;2;2;;;;;;;2;;1;1;;;2;2;;;;;;;3;2
531372;237;4;1;4;187.482262937327;7;3;2;;;;;;;;580000;2;1;3;1;1;1;2;2;2;2;;2;;2;2;;;2;1;1;1;1;5;1;;;2
531398;237;1;1;1;307.124411004492;3;1;1;;1;;;;;;3e+06;3;1;2;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
531443;237;1;1;1;43.269827712759;2;1;1;;;;;;;1;3e+05;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
531444;237;5;1;5;38.1998761966546;10;1;1;;1;;;;;;5e+05;4;1;2;1;2;;;;;;2;2;1;2;2;2;;2;2;;;;;;;7;2
531450;237;3;1;3;43.8974068793323;4;1;1;;;;;1;;;30000;4;1;3;1;2;;;;;;2;2;2;1;2;1;;2;2;;;;;;;3;2
531468;237;6;1;6;39.2162661353018;6;2;1;;;;;;;1;50000;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
531483;237;1;1;1;41.7163967820443;9;3;2;;;;;;;;4e+05;2;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
531487;237;1;1;1;45.2751329509209;6;3;2;;;;;;;;99;4;1;2;3;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
531490;237;2;1;2;42.4038159493539;12;3;2;;;;;;;;5e+05;2;1;1;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
531554;237;1;1;1;41.8493963665184;11;2;2;;;;;;;;4e+06;4;1;3;1;2;;;;;;;2;;2;2;;;2;1;1;3;1;2;1;;;2
531576;237;1;1;1;41.226423326696;2;2;1;;1;;;;;;1e+05;4;1;2;4;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
531587;237;1;1;1;41.088817615471;6;2;2;;;;;;;;7200000;2;1;3;1;1;1;2;2;2;2;;1;;2;2;;;1;1;1;2;2;1;1;;;2
531621;237;3;1;3;63.2091754723047;9;2;1;;1;;;1;;;150000;5;1;2;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
531686;237;1;1;1;66.0424654400212;12;2;1;;1;;;1;;;130000;3;1;3;1;;;;;;;1;2;2;2;2;2;;2;2;;;;;;;7;2
531907;237;1;1;1;127.771752530951;7;1;1;;1;;;;;;70000;4;2;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
531917;237;1;1;1;48.0527899235053;4;1;1;;;;1;;;;98;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
531957;237;1;1;1;324.331464703943;10;1;1;;1;;;;;;1e+05;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
532025;237;3;1;3;4628.22078045281;11;2;2;;;;;;;;4600000;2;1;3;1;2;;;;;;;2;;1;2;;;2;1;1;2;2;5;1;;;2
532088;237;1;1;1;334.210146317094;8;3;2;;;;;;;;1300000;1;1;2;1;2;;;;;;;2;;2;2;;;2;1;1;1;1;2;1;;;2
532172;237;1;1;1;41.69847813321;11;3;2;;;;;;;;150000;4;1;2;3;2;;;;;;;1;;2;2;;;2;2;;;;;;;7;2
532674;237;1;1;1;1111.46346951911;10;1;1;;1;;;;;;2e+05;3;1;2;1;;;;;;;2;2;2;1;2;2;;2;2;;;;;;;3;2
532680;237;1;1;1;996.733315652257;7;1;1;1;;;;;;;2e+06;4;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;4;2
532698;237;1;1;1;887.042117212494;2;1;1;;1;;;;;;8e+05;3;1;3;1;;;;;;;2;2;2;1;2;1;;2;2;;;;;;;3;2
532719;237;1;1;1;983.55761498428;12;3;2;;;;;;;;150000;2;1;3;1;1;2;2;2;1;2;;1;;1;2;;;2;2;;;;;;;1;2
532733;237;2;1;2;732.81365446595;3;1;1;;1;;;;;;5e+05;5;1;2;1;2;;;;;;2;2;2;1;2;1;;2;2;;;;;;;6;2
532768;237;1;1;1;849.665152829196;1;1;1;;1;;;;;;6e+05;4;1;4;1;2;;;;;;2;2;1;2;2;1;;2;2;;;;;;;6;2
532769;237;1;1;1;990.168573558135;1;1;1;1;;;;;;;250000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
532829;237;2;1;2;50.7045677446495;3;3;2;;;;;;;;2500000;2;1;3;1;2;;;;;;;2;;1;2;;;2;2;;;;;;;3;2
532837;237;1;1;1;69.3586238252604;2;2;1;;1;;;;;;30000;5;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
532853;237;1;1;1;73.5749682782042;3;3;2;;;;;;;;4e+05;4;1;3;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;6;2
532861;237;4;1;4;74.6944203850602;8;3;2;;;;;;;;2e+05;2;1;3;1;2;;;;;;;2;;2;2;;;2;2;;;;;;;1;2
532918;237;4;1;4;86.2676705549051;8;2;2;;;;;;;;4500000;4;1;2;1;2;;;;;;;2;;2;2;;;1;1;1;1;1;5;2;5;;1
533024;237;5;1;5;101.670362382591;3;2;2;;;;;;;;1e+06;4;1;3;1;2;;;;;;;2;;2;2;;;1;1;1;3;1;5;1;;;1
533053;237;4;1;4;57.7786830777443;8;3;2;;;;;;;;120000;2;1;3;1;1;2;1;2;2;2;;2;;2;2;;;2;2;;;;;;;2;2
533057;237;1;1;1;85.9854855934963;8;1;1;;1;;;;;;250000;3;1;3;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
533071;237;1;1;1;95.9944019934895;9;1;1;;1;;;;;;98;4;1;3;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
533096;237;1;1;1;81.0965240441265;9;1;1;;1;;;;;;120000;3;1;2;1;;;;;;;2;2;2;2;2;1;;2;2;;;;;;;1;2
533133;237;3;1;3;66.4726188823923;5;1;1;;1;;;;;;120000;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
533140;237;1;1;1;106.894932840476;1;2;1;;;;1;;;;140000;3;1;3;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
533143;237;1;1;1;119.237258168128;6;1;1;1;;;;;;;80000;3;1;2;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
533147;237;4;1;4;240.076284338646;3;2;1;;1;;;;;;15000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
533155;237;3;1;3;185.607036573953;10;2;1;;1;;;;;;90000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
533161;237;3;1;3;229.079119917826;5;2;1;;1;;;;;;15000;4;2;3;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
533167;237;2;1;2;290.154879886903;12;3;2;;;;;;;;99;2;1;3;1;1;2;1;2;2;2;;2;;1;2;;;2;2;;;;;;;5;2
533200;237;1;1;1;195.910084586914;2;1;1;;1;;;;;;1e+05;5;1;4;3;2;;;;;;2;2;1;2;2;2;;2;2;;;;;;;3;2
533215;237;4;1;4;536.505204870521;6;3;2;;;;;;;;98;2;1;3;1;1;2;1;2;2;2;;2;;2;2;;;2;2;;;;;;;3;2
533224;237;1;1;1;334.827276073406;8;3;2;;;;;;;;3e+05;4;1;2;1;2;;;;;;;2;;2;1;;;2;2;;;;;;;7;2
533262;237;1;1;1;224.302079223807;6;2;2;;;;;;;;5e+06;2;1;2;1;1;1;2;2;2;2;;2;;2;2;;;1;1;1;1;1;5;1;;;1
533290;237;1;1;1;254.97475593757;2;1;1;;;;;;;1;4e+05;5;1;4;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
533360;237;1;1;1;227.200570342205;3;1;1;;1;;;;;;250000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
533375;237;1;1;1;40.1438525800024;9;1;1;1;;;;;;;5e+05;5;1;1;3;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
533380;237;5;1;5;47.9292877089852;6;2;2;;;;;;;;2e+06;2;1;4;1;1;1;2;2;2;2;;2;;2;2;;;2;1;1;3;1;5;1;;;2
533400;237;3;1;3;44.7987064494777;10;1;1;;1;;;;;;4e+05;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
533491;237;3;1;3;54.5304424212139;6;1;1;;1;;;;;;960000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;2;2
533492;237;1;1;1;66.0424654400212;12;1;1;;1;;;;;;3e+05;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
533510;237;2;1;2;61.991113706195;2;2;1;;1;;;;;;36000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;1;2
533630;237;3;1;3;75.1807030356115;8;3;1;;;1;;;;1;45000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;2;2
533631;237;4;1;4;86.7884094174304;11;3;2;;;;;;;;390000;2;1;4;1;1;2;1;2;2;2;;1;;2;2;;;2;2;;;;;;;2;2
533679;237;2;1;2;65.5991088916666;6;2;1;;1;;;;;;60000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;7;2
533715;237;3;1;3;77.5204948638614;4;2;1;;1;;;;;;45000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;1;1;4;;5;;;;2
533747;237;1;1;1;61.5228395238916;1;1;2;;;;;;;;3.2e+07;4;2;1;3;2;;;;;;;2;;2;1;;;1;1;1;2;2;5;1;;;1
533786;237;1;1;1;53.5505821267521;3;1;1;;1;;;;;;98;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;2
533793;237;3;1;3;63.2635493218786;6;1;1;;1;;;;;;70000;4;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;5;2
533865;237;2;1;2;326.861088597566;12;2;1;;;;;;;1;5e+05;5;1;4;2;2;;;;;;2;2;2;2;2;1;;2;1;1;4;;5;;;;2
534180;237;1;1;1;40.1113487447886;1;3;2;;;;;;;;80000;4;1;2;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;5;2
534305;237;3;1;3;132.003821109913;8;3;2;;;;;;;;150000;4;1;3;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
534415;237;1;1;1;914.104364862786;3;2;2;;;;;;;;99;2;1;3;1;1;1;2;2;2;2;;2;;1;2;;;2;1;1;1;1;5;2;2;;1
534478;237;3;1;3;1043.27428284664;4;1;1;;1;;;;;;48000;3;1;3;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;1;1
534496;237;1;1;1;4100.35819431706;3;3;2;;;;;;;;130000;4;1;3;3;2;;;;;;;2;;2;2;;;2;2;;;;;;;3;2
534507;237;2;1;2;3659.66429851631;6;1;1;1;;;;;;;75000;5;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
534531;237;1;1;1;936.375692696759;9;3;2;;;;;;;;3e+05;5;2;3;1;2;;;;;;;1;;2;2;;2;2;2;;;;;;;1;2
534548;237;3;1;3;62.607501378644;1;1;1;;1;;;;;;120000;3;1;1;1;;;;;;;2;2;1;2;2;2;;1;1;1;1;1;5;1;;;2
534552;237;1;1;1;69.0804456453303;5;2;1;;1;;;;;;20000;5;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
534552;237;2;1;2;69.0804456453303;6;2;1;;1;;;;;;60000;5;1;3;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
534577;237;1;1;1;53.8732168413311;6;3;2;;;;;;;;2e+05;4;1;3;1;2;;;;;;;1;;2;2;;;2;2;;;;;;;6;2
534598;237;2;1;2;67.8930433701112;6;3;2;;;;;;;;4e+05;1;1;2;7;9;;;;;;;2;;2;2;;;2;2;;;;;;;7;2
534663;237;1;1;1;68.4896601312154;2;2;2;;;;;;;;2500000;4;1;3;2;2;;;;;;;1;;2;2;;;1;1;1;4;;1;;;;2
534687;237;1;1;1;90.3519498720566;2;3;2;;;;;;;;1e+06;4;1;9;2;2;;;;;;;2;;2;2;;;2;2;;;;;;;6;2
534708;237;1;1;1;67.4724895709183;4;2;1;;1;;;;;;20000;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
534780;237;2;1;2;89.5978661516884;6;2;1;;1;;;;;;150000;4;1;3;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;4;2
534806;237;1;1;1;66.4726188823923;9;1;1;;1;;;1;;;150000;4;1;2;1;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;3;2
534831;237;1;1;1;1143.7834646973;10;1;1;;;;;;1;;5e+05;5;1;1;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
534846;237;1;1;1;914.090011335445;3;1;1;;1;;;;;;7e+05;3;1;2;1;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;6;2
534857;237;1;1;1;1205.32115746779;10;1;1;;;;;1;;;5e+05;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;6;2
534897;237;1;1;1;195.837100432829;1;1;1;;1;;;;;;3e+05;4;1;2;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;3;2
534898;237;1;1;1;276.065345813144;11;3;2;;;;;;;;450000;4;1;1;2;2;;;;;;;1;;2;2;;;2;2;;;;;;;3;2
534898;237;2;1;2;276.065345813144;10;3;2;;;;;;;;1200000;6;1;1;7;2;;;;;;;1;;2;2;;;2;2;;;;;;;6;2
534903;237;1;1;1;453.339190059208;1;1;1;;;;;1;;;2e+05;4;1;4;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
534904;237;2;1;2;222.480769778604;5;1;1;;1;;;;;;340000;4;1;1;1;2;;;;;;2;2;1;2;2;2;;2;2;;;;;;;6;2
534909;237;1;1;1;229.079119917826;11;3;2;;;;;;;;2e+05;2;1;2;1;1;1;2;2;2;2;;2;;1;2;;;2;2;;;;;;;3;2
534913;237;1;1;1;419.435268499406;2;3;2;;;;;;;;3e+05;2;1;4;1;1;2;1;2;2;2;;2;;2;2;;;2;2;;;;;;;5;2
534930;237;1;1;1;246.277340829534;6;1;1;;1;;;;;;30000;5;1;2;1;2;;;;;;2;2;1;2;2;2;;2;2;;;;;;;5;2
534941;237;2;1;2;215.60466411577;9;1;1;;;;;;;1;5e+05;4;1;1;1;2;;;;;;2;2;2;2;2;1;;2;2;;;;;;;5;2
534942;237;1;1;1;338.820634641507;10;3;2;;;;;;;;2e+05;4;1;4;2;2;;;;;;;2;;1;2;;;2;2;;;;;;;5;2
534947;237;1;1;1;309.419018135481;11;3;2;;;;;;;;99;3;1;1;2;;;;;;;;2;;2;2;;;2;1;1;1;1;5;2;3;;2
534949;237;1;1;1;287.05736805217;10;2;2;;;;;;;;6500000;4;1;2;1;2;;;;;;;1;;1;2;;;1;1;1;2;1;5;1;;;2
534951;237;1;1;1;270.25067779984;9;1;1;;;;;;1;;1500000;4;1;4;2;2;;;;;;2;2;2;2;2;2;;2;2;;;;;;;7;2
